Expression,Gene/protein,Expression analysis,Expression value,adj P-value,P-value,Virus,Host,Sample,Condition,Methodology,Approach,Reference
Downregulated,SNRPG,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,NHLRC2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,NUP62,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,SSX2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,PWP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,WDR5,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,BOD1L1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,NDRG2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,PSMB7,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,GTF3C1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,TBCB,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,NOB1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,BYSL,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,PNO1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,DTX2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,PEX19,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,UTP20,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,DIDO1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,GPATCH4,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,GVINP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CDK9,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CLASP2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,EMD,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,KIF2C,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,LARP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PPP6R3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PRCC,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RBMX2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,REPS1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RPS14,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RPS17,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SAMSN1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,UBXN7,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,WDR43,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CAD,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CRTC2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,HUWE1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,MORC3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,MTDH,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PAXX,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PDHA2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RPLP0P6,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SEPT9,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ACACA,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ADNP,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,AKAP17A,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,AMBRA1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,API5,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ARHGAP12,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ARMC1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ASCC3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,BAG4,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,BRAF,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,BRD7,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,BTF3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,C16orf87,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CARHSP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CCDC82,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CDK1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CEBPZ,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CLASRP,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,DDX42,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
